," ""Frames""","""Bytes""","""AVG""","""Frames_src""","""Bytes_src""","""AVG_src""","""Frames_dst""","""Bytes_dst""","""AVG_dst"""
1290,1914,142942,169,977,76741,169,937,66201,169
1291,1892,137542,154,960,74574,154,932,62968,154
1292,1941,143588,154,989,77171,154,952,66417,154
1293,1911,139319,153,970,75689,153,941,63630,153
1294,1943,144623,154,991,77757,154,952,66866,154
1295,1888,137311,155,959,74516,155,929,62795,155
1296,1660,137043,200,851,72819,200,809,64224,200
1297,1876,136732,155,953,74165,155,923,62567,155
1298,1899,141556,155,968,75938,155,931,65618,155
1299,1931,142158,165,983,77414,165,948,64744,165
1300,1968,146851,159,1005,79069,159,963,67782,159
1301,1893,139373,682,964,75733,682,929,63640,682
1302,1939,144499,692,989,77653,692,950,66846,692
1303,1906,139156,699,969,75579,699,937,63577,699
1304,1959,144615,675,998,77738,675,961,66877,675
1305,1881,137871,154,955,74823,154,926,63048,154
1306,1925,142884,154,981,76721,154,944,66163,154
1307,1892,137574,160,960,74573,160,932,63001,160
1308,1972,147227,162,1006,79101,162,966,68126,162
1309,1952,144209,153,995,77537,153,957,66672,153
1310,1915,142376,153,976,76416,153,939,65960,153
1311,1885,138046,154,957,74930,154,928,63116,154
1312,0,0,152,0,0,152,0,0,152
1313,0,0,169,0,0,169,0,0,169
1314,0,0,154,0,0,154,0,0,154
1315,0,0,154,0,0,154,0,0,154
1316,0,0,153,0,0,153,0,0,153
1317,0,0,154,0,0,154,0,0,154
1318,0,0,155,0,0,155,0,0,155
1319,0,0,200,0,0,200,0,0,200
1320,0,0,155,0,0,155,0,0,155
1321,0,0,155,0,0,155,0,0,155
1322,161,34628,165,86,25886,165,75,8742,165
1323,0,0,159,0,0,159,0,0,159
1324,0,0,682,0,0,682,0,0,682
1325,0,0,692,0,0,692,0,0,692
1326,0,0,699,0,0,699,0,0,699
1327,0,0,675,0,0,675,0,0,675
1328,0,0,154,0,0,154,0,0,154
1329,0,0,154,0,0,154,0,0,154
1330,0,0,160,0,0,160,0,0,160
1331,0,0,162,0,0,162,0,0,162
1332,0,0,153,0,0,153,0,0,153
1333,0,0,153,0,0,153,0,0,153
1334,0,0,154,0,0,154,0,0,154
1335,0,0,154,0,0,154,0,0,154
1336,0,0,163,0,0,163,0,0,163
1337,0,0,153,0,0,153,0,0,153
1338,0,0,155,0,0,155,0,0,155
1339,0,0,154,0,0,154,0,0,154
1340,0,0,156,0,0,156,0,0,156
1341,0,0,156,0,0,156,0,0,156
1342,0,0,164,0,0,164,0,0,164
1343,0,0,159,0,0,159,0,0,159
1344,0,0,156,0,0,156,0,0,156
1345,0,0,154,0,0,154,0,0,154
1346,0,0,155,0,0,155,0,0,155
1347,0,0,152,0,0,152,0,0,152
1348,0,0,155,0,0,155,0,0,155
1349,0,0,154,0,0,154,0,0,154
1350,0,0,153,0,0,153,0,0,153
1351,0,0,153,0,0,153,0,0,153
1352,0,0,155,0,0,155,0,0,155
1353,0,0,159,0,0,159,0,0,159
1354,0,0,164,0,0,164,0,0,164
1355,0,0,155,0,0,155,0,0,155
1356,0,0,152,0,0,152,0,0,152
1357,0,0,156,0,0,156,0,0,156
1358,0,0,154,0,0,154,0,0,154
1359,0,0,163,0,0,163,0,0,163
1360,0,0,153,0,0,153,0,0,153
1361,0,0,155,0,0,155,0,0,155
1362,0,0,154,0,0,154,0,0,154
1363,0,0,156,0,0,156,0,0,156
1364,0,0,156,0,0,156,0,0,156
1365,0,0,164,0,0,164,0,0,164
1366,0,0,159,0,0,159,0,0,159
1367,0,0,156,0,0,156,0,0,156
1368,0,0,154,0,0,154,0,0,154
1369,0,0,155,0,0,155,0,0,155
1370,0,0,152,0,0,152,0,0,152
1371,0,0,155,0,0,155,0,0,155
1372,0,0,154,0,0,154,0,0,154
1373,0,0,153,0,0,153,0,0,153
1374,0,0,153,0,0,153,0,0,153
1375,0,0,155,0,0,155,0,0,155
1376,0,0,159,0,0,159,0,0,159
1377,0,0,164,0,0,164,0,0,164
1378,0,0,155,0,0,155,0,0,155
1379,0,0,152,0,0,152,0,0,152
1380,0,0,156,0,0,156,0,0,156
1381,0,0,154,0,0,154,0,0,154
1382,0,0,163,0,0,163,0,0,163
1383,0,0,153,0,0,153,0,0,153
1384,0,0,155,0,0,155,0,0,155
1385,0,0,154,0,0,154,0,0,154
1386,0,0,156,0,0,156,0,0,156
1387,0,0,156,0,0,156,0,0,156
1388,0,0,164,0,0,164,0,0,164
1389,0,0,159,0,0,159,0,0,159
1390,0,0,156,0,0,156,0,0,156
1391,0,0,154,0,0,154,0,0,154
1392,0,0,155,0,0,155,0,0,155
1393,0,0,152,0,0,152,0,0,152
1394,0,0,155,0,0,155,0,0,155
1395,0,0,154,0,0,154,0,0,154
1396,0,0,153,0,0,153,0,0,153
1397,0,0,153,0,0,153,0,0,153
1398,0,0,155,0,0,155,0,0,155
1399,0,0,159,0,0,159,0,0,159
1400,0,0,164,0,0,164,0,0,164
1401,0,0,155,0,0,155,0,0,155
1402,0,0,152,0,0,152,0,0,152
1403,0,0,156,0,0,156,0,0,156
1404,0,0,154,0,0,154,0,0,154
1405,0,0,163,0,0,163,0,0,163
1406,0,0,153,0,0,153,0,0,153
1407,0,0,155,0,0,155,0,0,155
1408,0,0,154,0,0,154,0,0,154
1409,0,0,156,0,0,156,0,0,156
1410,0,0,156,0,0,156,0,0,156
1411,0,0,164,0,0,164,0,0,164
1412,0,0,159,0,0,159,0,0,159
1413,0,0,156,0,0,156,0,0,156
1414,0,0,154,0,0,154,0,0,154
1415,0,0,155,0,0,155,0,0,155
1416,0,0,152,0,0,152,0,0,152
1417,0,0,155,0,0,155,0,0,155
1418,0,0,154,0,0,154,0,0,154
1419,0,0,153,0,0,153,0,0,153
1420,0,0,153,0,0,153,0,0,153
1421,0,0,155,0,0,155,0,0,155
1422,0,0,159,0,0,159,0,0,159
1423,0,0,164,0,0,164,0,0,164
1424,0,0,155,0,0,155,0,0,155
1425,0,0,152,0,0,152,0,0,152
1426,0,0,156,0,0,156,0,0,156
1427,373,30133,154,93,5455,154,280,24678,154
1428,374,29919,163,91,5251,163,283,24668,163
1429,362,28736,153,87,4866,153,275,23870,153
1430,355,28509,155,87,4987,155,268,23522,155
1431,390,32142,154,99,6263,154,291,25879,154
1432,356,28429,156,86,4909,156,270,23520,156
1433,369,29258,156,89,5010,156,280,24248,156
1434,353,28095,164,86,4873,164,267,23222,164
1435,359,28585,159,89,5143,159,270,23442,159
1436,368,29596,156,91,5178,156,277,24418,156
1437,378,30914,154,95,5939,154,283,24975,154
1438,365,29089,155,87,4987,155,278,24102,155
1439,377,30386,152,95,5442,152,282,24944,152
1440,347,27639,155,84,4789,155,263,22850,155
1441,369,29197,154,89,5095,154,280,24102,154
1442,357,28727,153,85,4981,153,272,23746,153
1443,380,30659,153,96,5746,153,284,24913,153
1444,401,37575,155,109,10394,155,292,27181,155
1445,367,29341,159,89,5131,159,278,24210,159
1446,374,30041,164,90,5221,164,284,24820,164
1447,362,29215,155,88,5215,155,274,24000,155
1448,373,30091,152,94,5485,152,279,24606,152
1449,373,29946,156,92,5361,156,281,24585,156
1450,6855,760344,154,3425,231828,154,3430,528516,154
1451,6802,756990,163,3398,230402,163,3404,526588,163
1452,6954,771622,153,3474,234674,153,3480,536948,153
1453,7007,775626,155,3501,236446,155,3506,539180,155
1454,6934,771288,154,3464,234638,154,3470,536650,154
1455,7070,797536,156,3532,238758,156,3538,558778,156
1456,6900,764402,156,3447,233024,156,3453,531378,156
1457,6932,767382,164,3463,234260,164,3469,533122,164
1458,6772,750656,159,3383,228908,159,3389,521748,159
1459,6862,760926,156,3428,231782,156,3434,529144,156
1460,6940,768728,154,3467,234164,154,3473,534564,154
1461,7926,920334,155,3960,267098,155,3966,653236,155
1462,7826,903472,152,3910,263282,152,3916,640190,152
1463,7074,789966,155,3534,239488,155,3540,550478,155
1464,6902,764582,154,3448,233126,154,3454,531456,154
1465,6902,764396,153,3448,233078,153,3454,531318,153
1466,6890,767014,153,3442,232814,153,3448,534200,153
1467,7124,792314,155,3559,240776,155,3565,551538,155
1468,7232,833366,159,3611,244262,159,3621,589104,159
1469,6830,757784,164,3412,231026,164,3418,526758,164
1470,6898,765272,155,3446,232958,155,3452,532314,155
1471,6838,758254,152,3416,231038,152,3422,527216,152
1472,6806,754916,156,3400,230140,156,3406,524776,156
1473,0,0,154,0,0,154,0,0,154
1474,0,0,163,0,0,163,0,0,163
1475,0,0,153,0,0,153,0,0,153
1476,0,0,155,0,0,155,0,0,155
1477,0,0,154,0,0,154,0,0,154
1478,0,0,156,0,0,156,0,0,156
1479,0,0,156,0,0,156,0,0,156
1480,0,0,164,0,0,164,0,0,164
1481,0,0,159,0,0,159,0,0,159
1482,0,0,156,0,0,156,0,0,156
1483,0,0,154,0,0,154,0,0,154
1484,0,0,155,0,0,155,0,0,155
1485,0,0,152,0,0,152,0,0,152
1486,0,0,155,0,0,155,0,0,155
1487,0,0,154,0,0,154,0,0,154
1488,0,0,153,0,0,153,0,0,153
1489,0,0,153,0,0,153,0,0,153
1490,0,0,155,0,0,155,0,0,155
